Name,Category,Price,Quality
WarriorGalaxy,Simulación,64977,81
WarriorQuest,RPG,28997,84
EmpireDragon,RPG,8366,31
WarriorEmpire,Estrategia,20803,80
DragonGalaxy,RPG,16642,57
DragonLegends,Estrategia,66497,99
DragonEmpire,Deportes,55709,0
WarriorDragon,Acción,62264,43
WarriorDragon,RPG,6975,70
EmpireGalaxy,Estrategia,15383,72
QuestQuest,Acción,26047,91
EmpireEmpire,Estrategia,33188,13
LegendsGalaxy,Estrategia,21098,63
WarriorQuest,Aventura,40355,8
WarriorWarrior,Simulación,54464,21
GalaxyDragon,Acción,58172,8
LegendsWarrior,Estrategia,59829,65
DragonDragon,Simulación,37285,16
QuestQuest,Estrategia,14046,44
QuestDragon,Deportes,58759,26
GalaxyEmpire,Estrategia,2696,41
WarriorEmpire,Acción,4809,7
QuestDragon,RPG,40667,77
EmpireQuest,Simulación,39901,70
LegendsEmpire,Aventura,3035,85
GalaxyLegends,Aventura,69598,12
QuestWarrior,Acción,35360,82
QuestDragon,Simulación,58482,90
GalaxyWarrior,Aventura,32912,40
QuestEmpire,Aventura,32773,55
WarriorGalaxy,RPG,16238,93
QuestQuest,Deportes,58663,90
DragonLegends,Simulación,57136,71
GalaxyDragon,Acción,7525,69
QuestGalaxy,Deportes,69904,84
QuestWarrior,Aventura,35063,53
GalaxyEmpire,Simulación,5012,22
QuestEmpire,RPG,64961,92
GalaxyWarrior,Deportes,52903,68
WarriorDragon,Estrategia,43623,71
WarriorGalaxy,RPG,7541,62
GalaxyWarrior,Simulación,37001,45
EmpireWarrior,Simulación,22236,55
WarriorLegends,Acción,41970,63
LegendsGalaxy,Aventura,61096,91
WarriorGalaxy,RPG,45223,85
LegendsGalaxy,Deportes,34152,48
EmpireLegends,RPG,48646,39
EmpireLegends,Acción,50966,79
DragonGalaxy,Deportes,49481,91
LegendsLegends,Deportes,27158,16
GalaxyQuest,Deportes,26053,88
LegendsLegends,Aventura,28840,13
GalaxyWarrior,RPG,22322,69
QuestGalaxy,Simulación,15188,17
WarriorQuest,Deportes,25613,63
GalaxyQuest,Simulación,27798,84
EmpireGalaxy,Deportes,28522,54
WarriorDragon,Acción,17965,43
QuestDragon,Aventura,35428,41
QuestDragon,Acción,31567,37
GalaxyGalaxy,Simulación,26217,50
EmpireEmpire,Simulación,5989,73
LegendsEmpire,RPG,34032,85
QuestLegends,Aventura,14528,89
QuestQuest,Deportes,59149,2
WarriorDragon,Acción,5072,6
GalaxyDragon,Deportes,31092,52
LegendsLegends,Deportes,26703,13
WarriorGalaxy,Aventura,46566,76
EmpireWarrior,Estrategia,43965,73
WarriorGalaxy,Aventura,21156,47
EmpireWarrior,Acción,56039,18
DragonLegends,Deportes,38282,29
EmpireGalaxy,Simulación,26494,33
EmpireWarrior,Deportes,58011,38
GalaxyWarrior,Simulación,28151,39
DragonDragon,RPG,55708,52
DragonGalaxy,Acción,1891,60
WarriorLegends,Acción,48739,98
EmpireEmpire,Acción,69314,21
LegendsQuest,Aventura,12290,28
QuestLegends,Aventura,68091,98
WarriorDragon,Deportes,54080,82
DragonGalaxy,Simulación,39473,66
GalaxyLegends,Simulación,63258,73
DragonEmpire,Acción,58702,14
DragonGalaxy,RPG,1155,24
QuestEmpire,Acción,67279,88
GalaxyLegends,Estrategia,31027,99
WarriorEmpire,RPG,3141,30
LegendsQuest,Deportes,7150,49
GalaxyEmpire,RPG,57489,86
EmpireEmpire,Aventura,8167,25
GalaxyGalaxy,Acción,427,35
GalaxyEmpire,Acción,68240,74
LegendsDragon,Estrategia,49307,53
GalaxyDragon,RPG,6234,52
EmpireDragon,Simulación,50233,75
EmpireQuest,RPG,61129,38
WarriorDragon,Acción,52329,56
WarriorGalaxy,Aventura,61628,34
QuestLegends,Aventura,61660,51
LegendsWarrior,Acción,50995,6
WarriorQuest,Deportes,45189,72
LegendsDragon,Acción,49365,63
DragonQuest,Aventura,56987,18
GalaxyDragon,Acción,12467,30
QuestLegends,Acción,92,41
LegendsWarrior,Aventura,11561,89
EmpireLegends,Deportes,27217,73
QuestGalaxy,Estrategia,29411,19
LegendsEmpire,Estrategia,31683,45
GalaxyEmpire,Acción,39352,98
WarriorEmpire,RPG,17612,76
WarriorDragon,Deportes,6961,97
DragonQuest,Estrategia,30793,40
GalaxyEmpire,Simulación,25378,46
LegendsEmpire,RPG,36351,49
WarriorLegends,Aventura,31630,15
EmpireGalaxy,Simulación,69224,26
QuestWarrior,Aventura,63471,22
WarriorEmpire,Deportes,54886,34
QuestGalaxy,Acción,17119,0
EmpireLegends,Estrategia,14286,25
QuestGalaxy,Estrategia,56110,60
LegendsWarrior,Simulación,40191,50
WarriorLegends,Aventura,48114,17
WarriorQuest,Deportes,42608,68
WarriorDragon,Simulación,55805,38
DragonGalaxy,Acción,59180,51
LegendsEmpire,Acción,28097,15
DragonDragon,Aventura,7355,30
QuestEmpire,Estrategia,23972,50
DragonDragon,RPG,21959,65
LegendsGalaxy,Deportes,60106,60
DragonGalaxy,Estrategia,53541,51
QuestQuest,Deportes,47861,91
GalaxyLegends,Deportes,35847,59
QuestDragon,Estrategia,35227,8
EmpireDragon,RPG,11181,86
EmpireWarrior,Simulación,31333,39
EmpireWarrior,Estrategia,15111,98
GalaxyLegends,Estrategia,2074,80
GalaxyGalaxy,Acción,8406,39
DragonQuest,RPG,52226,99
DragonWarrior,Aventura,33041,65
GalaxyDragon,Deportes,60777,100
QuestQuest,Simulación,43335,64
QuestGalaxy,Acción,19023,16
WarriorEmpire,Acción,64734,19
EmpireQuest,Aventura,65343,76
QuestQuest,Estrategia,50196,48
WarriorWarrior,Deportes,53286,3
QuestQuest,RPG,63364,91
LegendsQuest,RPG,62251,14
GalaxyEmpire,Deportes,17676,19
QuestQuest,RPG,25533,30
QuestQuest,Estrategia,27065,70
EmpireWarrior,Acción,65101,12
EmpireDragon,Acción,20292,15
EmpireWarrior,Simulación,28539,48
EmpireGalaxy,Deportes,26804,83
LegendsDragon,Deportes,42528,22
EmpireDragon,Deportes,30514,85
DragonEmpire,Acción,67365,46
DragonEmpire,RPG,11696,75
GalaxyQuest,Deportes,26133,36
GalaxyGalaxy,Simulación,38198,18
DragonLegends,Aventura,68601,98
QuestWarrior,Aventura,60437,47
WarriorLegends,Deportes,12035,94
WarriorLegends,Acción,21338,23
LegendsDragon,Acción,55661,31
LegendsWarrior,Deportes,29149,76
QuestWarrior,Aventura,19363,3
QuestWarrior,Acción,53653,16
DragonEmpire,Estrategia,17160,97
LegendsEmpire,Aventura,7210,80
QuestWarrior,Acción,35586,31
GalaxyQuest,Estrategia,50204,79
QuestGalaxy,Simulación,58921,86
WarriorLegends,Simulación,62267,76
LegendsGalaxy,Deportes,67741,16
GalaxyGalaxy,Deportes,2237,17
GalaxyDragon,Deportes,67443,20
GalaxyQuest,Deportes,50282,85
WarriorEmpire,RPG,5562,13
EmpireWarrior,Aventura,39529,37
LegendsWarrior,RPG,45522,50
DragonGalaxy,Aventura,44282,88
LegendsLegends,Acción,35094,92
QuestDragon,Deportes,32498,90
WarriorGalaxy,Simulación,67091,7
WarriorGalaxy,RPG,8502,36
QuestWarrior,Deportes,6449,84
LegendsGalaxy,Aventura,46703,51
EmpireWarrior,Deportes,44649,10
LegendsQuest,Acción,17266,19
EmpireEmpire,Acción,25671,57
EmpireDragon,Simulación,52730,76
EmpireQuest,Acción,3234,63
LegendsGalaxy,RPG,6890,36
WarriorWarrior,Acción,9153,52
EmpireLegends,Simulación,60158,67
EmpireGalaxy,Aventura,21630,42
DragonWarrior,RPG,27062,16
EmpireGalaxy,RPG,18926,34
GalaxyEmpire,Aventura,42320,97
DragonWarrior,Deportes,14714,28
GalaxyDragon,Simulación,52677,54
WarriorEmpire,Simulación,17666,32
LegendsGalaxy,RPG,4937,5
DragonQuest,Deportes,45242,74
GalaxyLegends,Acción,19470,69
LegendsLegends,Deportes,49995,23
LegendsDragon,Estrategia,7960,47
GalaxyQuest,RPG,45113,58
LegendsGalaxy,RPG,63856,21
WarriorLegends,Deportes,46606,88
DragonWarrior,RPG,25888,92
DragonQuest,Deportes,24887,29
QuestDragon,RPG,3265,27
QuestGalaxy,Simulación,49200,56
EmpireEmpire,Aventura,58638,70
QuestEmpire,RPG,55380,60
EmpireLegends,Deportes,62421,13
QuestLegends,Deportes,37472,75
WarriorWarrior,Deportes,37118,16
WarriorDragon,RPG,62811,32
QuestGalaxy,Simulación,8175,6
QuestWarrior,Simulación,49924,44
QuestWarrior,Simulación,62697,7
LegendsLegends,RPG,38658,86
QuestQuest,Deportes,2413,30
LegendsEmpire,Deportes,57131,61
GalaxyEmpire,Estrategia,51889,15
WarriorDragon,Acción,5277,37
LegendsGalaxy,RPG,13017,85
DragonWarrior,Aventura,53264,4
WarriorEmpire,Simulación,27491,96
EmpireDragon,Aventura,19236,53
DragonLegends,Acción,13075,79
EmpireQuest,Simulación,35483,86
GalaxyLegends,Estrategia,38743,49
DragonQuest,Simulación,1636,71
DragonEmpire,RPG,13599,30
WarriorDragon,Simulación,17122,80
DragonGalaxy,Simulación,21637,59
DragonGalaxy,Simulación,62088,14
DragonEmpire,Estrategia,65464,89
QuestQuest,Estrategia,66167,45
EmpireDragon,Aventura,2178,59
GalaxyQuest,Deportes,34245,56
EmpireWarrior,Deportes,48774,10
WarriorGalaxy,Aventura,16143,82
QuestLegends,Deportes,39481,4
EmpireWarrior,RPG,41262,40
DragonLegends,Deportes,722,54
GalaxyDragon,RPG,64207,77
DragonGalaxy,Aventura,15763,31
EmpireEmpire,Simulación,21064,22
QuestGalaxy,Acción,553,64
LegendsLegends,Aventura,25031,0
QuestWarrior,Deportes,55269,35
GalaxyLegends,Acción,50147,67
QuestDragon,Deportes,68773,0
WarriorDragon,Acción,46167,71
DragonEmpire,Deportes,39265,83
GalaxyGalaxy,Acción,41099,90
DragonLegends,Estrategia,64205,58
WarriorDragon,Simulación,40990,98
DragonEmpire,Acción,23063,35
GalaxyQuest,Aventura,22297,74
DragonEmpire,Simulación,69427,87
EmpireEmpire,RPG,66668,72
GalaxyDragon,Simulación,5475,48
DragonDragon,Estrategia,28740,24
DragonDragon,Simulación,12406,97
EmpireGalaxy,Aventura,56196,58
EmpireLegends,RPG,68435,14
QuestWarrior,Aventura,3456,86
QuestDragon,Aventura,22127,8
GalaxyDragon,Aventura,11706,28
QuestEmpire,Acción,22669,22
QuestQuest,Deportes,34884,48
QuestGalaxy,Acción,45033,81
DragonGalaxy,Acción,7774,30
GalaxyDragon,Simulación,25472,67
GalaxyGalaxy,RPG,20959,55
QuestDragon,Aventura,38534,11
QuestGalaxy,Aventura,51572,87
WarriorWarrior,Deportes,9918,83
EmpireDragon,Estrategia,24067,43
QuestDragon,Aventura,55518,89
LegendsEmpire,Aventura,33544,56
GalaxyLegends,Aventura,54290,97
EmpireQuest,Estrategia,18161,57
EmpireGalaxy,Estrategia,25630,58
GalaxyDragon,Estrategia,37325,72
WarriorEmpire,Aventura,46423,1
GalaxyGalaxy,Estrategia,14564,76
LegendsLegends,Acción,60383,31
QuestDragon,Estrategia,8696,14
DragonWarrior,Deportes,62100,1
LegendsWarrior,Estrategia,68942,76
LegendsDragon,Simulación,44690,52
QuestGalaxy,RPG,8723,4
GalaxyQuest,Estrategia,1937,21
QuestEmpire,Simulación,17637,47
GalaxyEmpire,Acción,31154,67
DragonDragon,Acción,7855,19
QuestWarrior,Simulación,18548,22
GalaxyWarrior,Simulación,55079,13
DragonEmpire,Estrategia,4756,31
LegendsLegends,Deportes,25195,8
QuestQuest,Deportes,57927,25
GalaxyGalaxy,Aventura,28414,50
WarriorLegends,Deportes,37591,3
LegendsDragon,Estrategia,43267,67
LegendsLegends,Aventura,18369,88
EmpireWarrior,RPG,62020,56
LegendsEmpire,Deportes,47856,34
EmpireGalaxy,Simulación,41495,9
DragonLegends,Acción,41340,62
LegendsEmpire,Simulación,14587,65
DragonQuest,Estrategia,68581,17
GalaxyWarrior,Aventura,33838,45
GalaxyDragon,RPG,23479,7
LegendsQuest,Deportes,2050,0
QuestGalaxy,RPG,62889,41
EmpireQuest,Deportes,20473,83
DragonLegends,Deportes,46313,3
QuestQuest,Deportes,57867,83
QuestEmpire,Aventura,64456,91
LegendsLegends,Deportes,22371,94
LegendsEmpire,Simulación,2533,28
WarriorEmpire,RPG,56808,30
EmpireLegends,Simulación,62460,74
WarriorLegends,Estrategia,36980,1
QuestLegends,Simulación,60766,64
EmpireDragon,Estrategia,9582,42
QuestGalaxy,Acción,50645,40
GalaxyQuest,RPG,61973,64
EmpireQuest,Aventura,24625,64
LegendsEmpire,Simulación,43307,12
WarriorDragon,Simulación,22996,41
EmpireEmpire,Estrategia,1683,83
DragonWarrior,Deportes,62463,21
WarriorDragon,RPG,64311,91
QuestQuest,Deportes,55081,26
WarriorQuest,Acción,44225,19
WarriorLegends,Simulación,26937,33
DragonDragon,RPG,5071,56
EmpireWarrior,Estrategia,45392,17
QuestWarrior,RPG,25681,78
EmpireLegends,Simulación,62213,64
DragonWarrior,RPG,1600,90
LegendsLegends,Acción,53915,43
WarriorLegends,Acción,18487,62
EmpireWarrior,RPG,32419,88
EmpireWarrior,Estrategia,3356,77
QuestGalaxy,Deportes,19126,89
DragonQuest,Acción,11058,55
DragonGalaxy,Deportes,50459,53
EmpireWarrior,Acción,17591,54
DragonLegends,Estrategia,71,36
DragonEmpire,Deportes,21579,45
LegendsWarrior,Deportes,35322,44
WarriorWarrior,Aventura,43210,83
EmpireWarrior,Aventura,50649,76
GalaxyWarrior,Acción,44107,18
DragonWarrior,Simulación,41906,4
EmpireDragon,Deportes,35985,25
GalaxyDragon,Deportes,22558,78
LegendsLegends,Simulación,26605,52
QuestGalaxy,Aventura,58166,68
EmpireEmpire,Deportes,41328,57
GalaxyLegends,Deportes,26934,69
QuestDragon,RPG,24025,95
LegendsWarrior,Deportes,50666,100
WarriorQuest,Deportes,31199,75
QuestLegends,Deportes,67497,12
LegendsDragon,Estrategia,68479,34
WarriorLegends,Deportes,46758,48
DragonLegends,Aventura,35980,36
DragonDragon,Aventura,48016,71
WarriorEmpire,Deportes,60508,84
DragonEmpire,RPG,38868,88
DragonLegends,Deportes,61105,70
EmpireWarrior,Simulación,44512,9
LegendsGalaxy,Aventura,13557,69
QuestGalaxy,Simulación,65231,93
EmpireWarrior,Estrategia,16018,0
LegendsWarrior,Estrategia,913,70
EmpireLegends,Aventura,20632,21
QuestQuest,Simulación,30248,44
DragonDragon,Aventura,13437,60
WarriorGalaxy,Acción,8375,81
QuestWarrior,Aventura,64003,95
LegendsWarrior,RPG,29951,59
WarriorEmpire,Estrategia,62921,43
GalaxyQuest,Acción,60408,81
WarriorWarrior,Simulación,5766,6
WarriorEmpire,Estrategia,54507,51
EmpireGalaxy,RPG,30584,67
QuestQuest,RPG,35015,84
QuestQuest,Aventura,18144,3
LegendsQuest,Simulación,67015,12
LegendsWarrior,RPG,5931,91
WarriorLegends,Simulación,23528,56
WarriorDragon,Estrategia,18644,3
EmpireWarrior,Aventura,51541,70
WarriorLegends,Acción,47916,22
WarriorGalaxy,Simulación,19819,73
DragonWarrior,Deportes,15100,18
EmpireQuest,Simulación,58754,50
EmpireDragon,RPG,10863,27
QuestEmpire,Estrategia,28393,82
EmpireEmpire,Estrategia,32110,69
LegendsQuest,Deportes,18367,99
QuestEmpire,Acción,28806,63
WarriorEmpire,RPG,32347,20
LegendsGalaxy,RPG,62003,24
QuestDragon,Estrategia,8264,81
GalaxyLegends,Deportes,43215,23
EmpireLegends,RPG,37136,63
EmpireGalaxy,Simulación,44331,70
EmpireGalaxy,Simulación,2450,84
EmpireQuest,Deportes,6191,63
EmpireDragon,Aventura,24745,85
LegendsGalaxy,Deportes,66803,8
QuestLegends,Simulación,23784,86
WarriorLegends,Aventura,27174,56
EmpireQuest,RPG,45968,82
WarriorGalaxy,Deportes,22990,33
QuestWarrior,Acción,6297,91
LegendsLegends,Deportes,12677,61
GalaxyEmpire,RPG,32971,86
LegendsGalaxy,Estrategia,69600,38
EmpireEmpire,Aventura,22928,99
LegendsGalaxy,Deportes,9019,19
GalaxyLegends,Deportes,23656,26
DragonEmpire,Aventura,412,87
QuestQuest,Aventura,2033,92
EmpireDragon,RPG,8617,96
WarriorEmpire,Simulación,42653,1
WarriorGalaxy,RPG,27797,7
LegendsWarrior,RPG,63101,57
WarriorDragon,Simulación,1510,88
EmpireEmpire,Acción,8241,95
WarriorQuest,Aventura,27650,33
WarriorDragon,Deportes,27708,52
LegendsEmpire,Estrategia,57992,81
LegendsLegends,Aventura,7407,65
WarriorLegends,Deportes,5803,94
GalaxyDragon,Estrategia,50496,91
DragonGalaxy,RPG,14069,24
LegendsGalaxy,Aventura,45291,96
WarriorWarrior,Aventura,40717,23
WarriorGalaxy,Aventura,65174,12
QuestQuest,Aventura,57550,4
QuestLegends,Simulación,13597,7
DragonQuest,Acción,42387,5
LegendsDragon,RPG,59254,14
LegendsEmpire,Estrategia,50102,44
GalaxyGalaxy,Deportes,18920,80
LegendsGalaxy,Aventura,51783,6
GalaxyWarrior,Estrategia,47753,12
LegendsEmpire,Estrategia,6608,10
LegendsGalaxy,Simulación,42405,53
DragonDragon,Simulación,26314,64
WarriorLegends,Acción,51324,51
WarriorGalaxy,RPG,45189,96
DragonEmpire,Simulación,27155,68
GalaxyGalaxy,RPG,21252,32
QuestLegends,Aventura,2134,98
WarriorGalaxy,Aventura,7356,38
QuestLegends,Acción,66627,71
EmpireWarrior,Estrategia,5468,43
DragonEmpire,Deportes,6222,1
LegendsDragon,Aventura,20683,82
LegendsLegends,Deportes,6597,97
GalaxyDragon,Simulación,6770,0
WarriorDragon,Aventura,25890,24
LegendsLegends,Aventura,57094,40
DragonEmpire,Aventura,15638,15
WarriorEmpire,Deportes,22512,13
EmpireEmpire,RPG,37769,47
GalaxyWarrior,Acción,9961,75
GalaxyDragon,RPG,43871,55
LegendsDragon,Aventura,19968,12
GalaxyGalaxy,Simulación,31316,11
WarriorLegends,Acción,68088,95
LegendsDragon,Acción,53181,32
QuestEmpire,Acción,33988,72
EmpireLegends,Acción,52216,5
EmpireWarrior,RPG,2337,25
WarriorEmpire,Deportes,48287,48
QuestEmpire,RPG,2111,77
DragonDragon,Estrategia,52355,91
EmpireQuest,Aventura,29629,8
EmpireWarrior,Estrategia,67948,84
WarriorEmpire,Estrategia,11703,67
LegendsGalaxy,Deportes,44861,67
QuestGalaxy,RPG,282,86
WarriorQuest,Simulación,13328,27
WarriorLegends,Deportes,43293,80
LegendsDragon,Deportes,25290,57
WarriorLegends,Aventura,772,50
DragonWarrior,Deportes,40539,41
GalaxyQuest,Deportes,658,64
GalaxyWarrior,Simulación,44265,37
GalaxyWarrior,Acción,36742,95
WarriorLegends,Estrategia,13837,38
GalaxyEmpire,Acción,30029,28
GalaxyEmpire,Estrategia,45634,96
LegendsWarrior,Acción,27300,6
WarriorLegends,Aventura,29017,82
EmpireWarrior,Deportes,36166,37
QuestEmpire,RPG,58966,78
GalaxyLegends,Simulación,61801,21
EmpireGalaxy,Simulación,32667,73
LegendsQuest,Deportes,33330,84
QuestDragon,RPG,34342,73
QuestEmpire,Acción,4417,23
EmpireLegends,Estrategia,63581,60
QuestQuest,Simulación,41577,37
LegendsDragon,RPG,30043,36
WarriorLegends,RPG,31554,10
GalaxyWarrior,Simulación,46898,4
WarriorGalaxy,Deportes,14432,89
GalaxyQuest,Aventura,19749,52
WarriorWarrior,RPG,53541,42
LegendsLegends,Aventura,11336,73
GalaxyWarrior,Estrategia,11204,91
LegendsLegends,Estrategia,52479,89
QuestLegends,Estrategia,57106,0
LegendsWarrior,RPG,67272,53
WarriorGalaxy,RPG,68425,38
DragonEmpire,Estrategia,60906,8
DragonQuest,Estrategia,49453,58
EmpireDragon,Simulación,57328,21
QuestWarrior,Simulación,53468,56
EmpireWarrior,Simulación,55282,36
WarriorWarrior,Deportes,36260,46
LegendsDragon,Simulación,16652,66
GalaxyQuest,Deportes,67821,21
DragonWarrior,RPG,17172,77
QuestGalaxy,RPG,1237,11
DragonGalaxy,Aventura,65046,36
LegendsLegends,RPG,43716,69
EmpireEmpire,Aventura,13842,64
QuestEmpire,Acción,18779,70
EmpireEmpire,Aventura,69955,6
QuestQuest,Estrategia,46864,8
QuestWarrior,Aventura,38285,95
GalaxyQuest,Acción,17164,69
GalaxyDragon,Deportes,35507,98
GalaxyGalaxy,Acción,25702,50
WarriorWarrior,Acción,43836,82
LegendsGalaxy,Estrategia,29572,38
DragonLegends,Estrategia,5733,5
QuestLegends,Estrategia,55597,5
EmpireLegends,Acción,68285,100
QuestDragon,RPG,49079,17
DragonEmpire,Estrategia,47665,76
QuestGalaxy,RPG,5767,9
DragonEmpire,RPG,54141,38
QuestDragon,Acción,8855,4
DragonLegends,RPG,50081,43
LegendsLegends,Estrategia,31619,0
QuestQuest,RPG,69171,24
EmpireQuest,Deportes,21178,60
EmpireWarrior,Estrategia,12991,47
DragonQuest,Deportes,31791,16
GalaxyQuest,Aventura,69304,14
GalaxyLegends,Aventura,4886,70
WarriorGalaxy,Estrategia,48773,97
QuestGalaxy,Aventura,44088,6
LegendsDragon,Aventura,54367,20
QuestGalaxy,Estrategia,6250,27
EmpireEmpire,Deportes,20843,27
QuestWarrior,Aventura,2056,82
QuestLegends,Acción,34967,32
GalaxyLegends,Estrategia,66205,69
GalaxyWarrior,Aventura,24917,62
QuestGalaxy,Aventura,38335,24
LegendsQuest,RPG,12541,7
EmpireLegends,RPG,26249,32
WarriorGalaxy,Aventura,14467,61
WarriorGalaxy,Acción,6529,78
DragonWarrior,Estrategia,9590,2
DragonLegends,Aventura,66708,21
LegendsQuest,Estrategia,7559,86
DragonQuest,RPG,56057,87
GalaxyQuest,RPG,54982,100
DragonQuest,Deportes,31888,76
GalaxyLegends,RPG,48898,49
DragonEmpire,Simulación,28105,24
GalaxyGalaxy,Estrategia,62920,45
WarriorWarrior,Acción,31882,85
QuestQuest,Estrategia,48636,73
WarriorGalaxy,RPG,55489,48
WarriorGalaxy,Estrategia,3627,10
LegendsQuest,Simulación,12830,77
WarriorWarrior,Acción,68977,14
LegendsGalaxy,Deportes,34044,92
DragonLegends,Estrategia,37900,74
QuestDragon,Estrategia,19157,93
QuestQuest,Aventura,26704,58
GalaxyDragon,Simulación,27561,60
LegendsWarrior,Aventura,52101,8
LegendsQuest,Acción,35002,76
LegendsWarrior,Aventura,36654,67
WarriorEmpire,Estrategia,21350,83
GalaxyDragon,RPG,45086,42
DragonLegends,Deportes,26701,48
DragonWarrior,Estrategia,44781,88
LegendsDragon,Aventura,41666,1
GalaxyWarrior,Simulación,4668,86
WarriorDragon,Simulación,58076,99
GalaxyDragon,Deportes,11672,18
WarriorEmpire,Deportes,37822,85
WarriorDragon,Simulación,42097,28
QuestDragon,Acción,59713,98
DragonEmpire,Simulación,65544,78
GalaxyWarrior,Estrategia,31599,37
DragonEmpire,Acción,24105,13
WarriorWarrior,Aventura,58271,67
GalaxyLegends,Estrategia,39536,60
EmpireQuest,Aventura,5513,59
WarriorLegends,Estrategia,11995,81
LegendsQuest,Aventura,9129,43
WarriorLegends,Acción,61150,37
EmpireGalaxy,Deportes,48623,82
LegendsLegends,Acción,3391,81
DragonEmpire,Simulación,10423,94
WarriorEmpire,Simulación,3757,86
LegendsGalaxy,Deportes,41968,45
GalaxyWarrior,Deportes,10530,51
GalaxyGalaxy,Estrategia,11709,53
QuestGalaxy,RPG,52304,80
LegendsEmpire,Acción,13722,22
EmpireGalaxy,Acción,53819,67
QuestWarrior,Deportes,54722,71
GalaxyGalaxy,RPG,34456,0
LegendsQuest,Aventura,63026,40
GalaxyQuest,RPG,56713,24
DragonEmpire,Deportes,45633,29
QuestDragon,Simulación,67185,59
WarriorWarrior,Estrategia,29384,28
WarriorEmpire,Acción,2812,64
EmpireEmpire,Estrategia,14879,94
EmpireGalaxy,Aventura,13291,15
LegendsLegends,RPG,59396,17
LegendsQuest,Simulación,46204,33
QuestQuest,Simulación,7746,98
WarriorQuest,Aventura,63047,87
EmpireLegends,Simulación,60443,66
DragonDragon,Deportes,38314,62
WarriorQuest,Estrategia,19564,44
EmpireLegends,Aventura,7661,6
WarriorEmpire,RPG,1689,79
QuestEmpire,Simulación,24934,35
DragonWarrior,RPG,32920,100
LegendsQuest,Acción,21507,70
QuestLegends,Aventura,64366,69
QuestQuest,Aventura,9048,92
DragonLegends,Acción,64537,83
EmpireGalaxy,Simulación,53822,97
QuestLegends,Deportes,38112,75
DragonEmpire,Deportes,63676,6
DragonWarrior,Simulación,53383,83
WarriorQuest,Aventura,51957,50
GalaxyGalaxy,Acción,22416,62
QuestWarrior,Estrategia,42527,6
LegendsGalaxy,Acción,9714,86
EmpireWarrior,Estrategia,45483,57
LegendsWarrior,RPG,41890,45
QuestQuest,Aventura,6358,40
GalaxyDragon,Estrategia,31775,90
DragonWarrior,Simulación,54290,19
GalaxyWarrior,Deportes,8565,65
GalaxyLegends,Deportes,25351,72
LegendsLegends,Aventura,7068,36
WarriorLegends,Simulación,49406,96
DragonEmpire,Estrategia,23136,15
LegendsEmpire,Deportes,24586,32
LegendsDragon,RPG,22246,45
WarriorDragon,Deportes,22467,39
GalaxyGalaxy,RPG,6735,4
QuestLegends,Aventura,40290,41
DragonQuest,Simulación,9253,51
LegendsWarrior,RPG,40808,32
WarriorLegends,Aventura,35126,99
DragonLegends,Estrategia,29800,83
DragonWarrior,Acción,11384,30
EmpireQuest,RPG,39367,1
WarriorDragon,Deportes,10103,64
LegendsWarrior,Estrategia,17114,52
LegendsDragon,Estrategia,26042,88
LegendsWarrior,Acción,27903,97
LegendsDragon,Deportes,45270,27
GalaxyLegends,Simulación,48620,85
DragonLegends,RPG,35453,48
DragonDragon,Aventura,65063,52
EmpireDragon,Simulación,10252,33
QuestEmpire,Simulación,25994,68
DragonQuest,Estrategia,37376,64
QuestLegends,Deportes,62858,12
QuestGalaxy,Aventura,63212,11
GalaxyDragon,Deportes,36616,63
QuestLegends,Estrategia,69246,99
QuestDragon,Deportes,63219,4
EmpireGalaxy,RPG,66962,32
DragonWarrior,Aventura,171,34
LegendsWarrior,Aventura,47725,80
WarriorQuest,Aventura,39441,85
QuestQuest,Estrategia,51532,28
QuestLegends,Deportes,48810,16
DragonEmpire,Aventura,7490,7
EmpireWarrior,Deportes,62273,56
WarriorDragon,Deportes,23484,17
GalaxyQuest,Simulación,20707,27
GalaxyQuest,Simulación,12771,64
LegendsDragon,RPG,34247,90
QuestDragon,Acción,65104,24
EmpireLegends,Estrategia,36534,47
GalaxyDragon,Simulación,41261,85
EmpireEmpire,Acción,12802,39
LegendsDragon,Aventura,26207,0
LegendsEmpire,RPG,45208,96
WarriorQuest,Estrategia,63174,86
EmpireQuest,Acción,29540,90
DragonEmpire,Simulación,42774,60
DragonDragon,Acción,29840,93
LegendsGalaxy,Acción,65295,12
LegendsLegends,Acción,58034,35
GalaxyLegends,Aventura,21315,79
WarriorLegends,Aventura,28091,61
QuestEmpire,Acción,5580,85
EmpireDragon,Simulación,3626,65
DragonLegends,Simulación,62823,8
QuestLegends,Estrategia,61014,11
EmpireEmpire,RPG,67647,42
QuestGalaxy,Aventura,9016,19
LegendsGalaxy,Aventura,30439,35
LegendsDragon,Acción,67098,22
LegendsGalaxy,Estrategia,23071,87
DragonWarrior,Simulación,26202,94
DragonDragon,Aventura,51171,78
GalaxyWarrior,Deportes,37201,80
LegendsDragon,Simulación,38337,14
LegendsDragon,RPG,39033,1
DragonWarrior,Estrategia,59999,42
EmpireGalaxy,Acción,28071,10
WarriorQuest,RPG,15984,92
DragonDragon,Aventura,25478,5
GalaxyDragon,RPG,58628,21
QuestWarrior,Estrategia,17378,93
DragonQuest,Aventura,24344,24
GalaxyQuest,Simulación,9993,80
